"Source Url","P"
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (01:54);Good afternoon everybody and thank you for coming again. I want to thank Robert Jenrick the community secretary and of course Dr. Jenny Harris, the deputy chief medical officer. And I want to thank everybody in the country today for the whole effort that we are collectively making. I want to thank the amazing workers in the NHS, everybody working in social care, in every sector, food distribution, transport, you name it. Absolutely everybody who is keeping this country going today. And I want to thank everyone who is being forced of course to do something differently today. Everyone who didn’t visit their mum for mother’s day but FaceTime them, has rang them instead. Thank you for your restraint and for what you did. Everybody who was forced to close a pub or a restaurant or a gym or any other business, bar, they could have done fantastic business on a great day like this."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (02:58);Thank you for your sacrifice. I know how tough it must be. And I can tell you once again that this government will be standing behind you, behind British business, behind British workers, employees, the self employed throughout this crisis. And the reason we’re taking these unprecedented steps both to prop up businesses, support business, support our economy and these preventative measures is of course that we have to slow the spread of the disease and to save thousands of lives. And today we’ve come to the stage of our plan that I advertised at the outset when we first set out the plan of the UK government. When we now have to take special steps to protect the particularly vulnerable. And you remember that I said the moment would come when we needed to shield those with serious conditions. There are probably about one and a half million in all. And in a minute Robert Jenrick will set out the plan in detail."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (04:06);But this shielding will do more than any other single measure that we are setting out to save life. And that is what we want to do. Also to reduce infection and to slow the spread of the disease. And I want to say just a couple of other things. We have to do more to make sure that the existing measures that we are taking are having the effect that we want. So it’s crucial that people understand tomorrow that the schools are closed and tomorrow you shouldn’t send your child to school unless you’ve been identified as a key worker. And more generally in view of the way people have responded over the last few days to the measures that we have set out. I want to say a bit more about how we interact outdoors. And of course I want, of course I do, people to be able to go to the parks and open spaces and to enjoy themselves. It’s crucial for health, for mental and physical wellbeing, but please follow the advice."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (05:20);And don’t think that fresh air in itself automatically provides some immunity. You have to stay two meters apart. You have to follow the social distancing advice. And even if you think that you are personally invulnerable, there are plenty of people that you can infect and whose lives will then be put at risk. And I say this now on Sunday afternoon, Sunday evening, and take this advice seriously. Follow it because it’s absolutely crucial. And as I’ve said throughout this process, we will keep the implementation of these measures under constant review. And yes, of course we will bring forward further measures if we think that is necessary."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (06:15);So, always remember in following this advice. I know how difficult it is. But always remember that each and every one of us, you are doing your bit in following this advice. You’re doing your bit to slow the spread of the disease. And the more we collectively slow the spread, the more time we give the NHS to prepare, the more lives we will save, the faster we will get through this, and always remember we will get through this and we will beat it together."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (06:50);So, next Robert Jenrick to outline the shielding measures that we’re going to be bringing forward in the next few days. Robert."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Robert Jenrick: (07:00);Well, thank you prime minister and good afternoon. As a nation, we’re confronted with the need to make big changes and enormous sacrifices to our daily lives. And this is especially true today on mother’s day when many of us would want nothing more than to be at home with our loved ones in person. But in recent weeks, heroic workers in the NHS, in social care, our public services in local government and many others have been shouldering the country’s burden. And I think we owe it to them and to the most vulnerable in society to stay at home, to protect the NHS, and by doing this, to save lives. And as the prime minister said, our response from the outset to the virus has been guided by scientific evidence. And our action plan set out the interventions that would be required to be deployed at the right time. And so today we have to go further and shield the most clinically vulnerable people to help save their lives. Following the chief medical officer’s guidance, the NHS has identified up to one and a half million people in England who face the highest risk of being hospitalized by the virus. The NHS will be contacting these people in the coming days urging them to stay at home for a period of at least 12 weeks. I know that many people will want to know whether this applies to them. This will include people who are living with severe respiratory conditions, specific cancers such as of the blood or bone marrow, those who received organ transplants and some though not all of those receiving certain types of immunosuppressant drug treatments. The full list of conditions is now online at gov.uk/coronavirus."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Robert Jenrick: (09:07);Now, I don’t underestimate what we’re asking of people. It will be tough, but if you are one of these people, I want to reassure you on behalf of the government that you’re not alone you. We will be with you throughout to support you. And let me set out what we’re doing and how it’s going to work. This week, the NHS will contact people by letter identified as being of higher risk of severe illness from coronavirus. This will also be followed up where possible by text and by phone call. We’ll be asking these people not to leave home at all to avoid face to face contact for 12 weeks or to protect themselves. I know people will worry about what this means for family members and for carers, for those without family and friends and neighbors close by. They’ll worry about how they’ll be able to receive medicines and essential supplies. And I know people will feel anxious about supporting their mental health as well as their physical health. So let me address those concerns."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Robert Jenrick: (10:22);Others in the household will not be required to adopt these protective shielding measures for themselves. However, they must follow the public health England guidance on social distancing. Carers, both formal and informal can continue to visit, but again, they must follow the additional measures set out by public health England. For people who do not have support in place around them, who don’t have a network of family and friends close by, we will be creating a network of local hubs covering the whole country. This will require a major national effort in a very short period of time. Medicines will be delivered by community pharmacists. Groceries, and essential household items will be delivered by local councils and food distributors working with supermarkets to ensure that nobody needs to worry about getting the food and essential items that they’ll need. These parcels will be left on the doorstep."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Robert Jenrick: (11:32);The government, the food industry, community pharmacists, local councils, and emergency services are working round the clock to get this scheme off the ground. Members of the armed forces already supporting this effort. Including some of the finest military planners in the world. The prime minister and I are very grateful to everybody who’s been involved and will be involved playing their part in making this happen. I know that many people watching at home will want to volunteer-"
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Robert Jenrick: (12:03);I know that many people watching at home will want to volunteer once the service is established. There will be opportunities and everybody can contribute in different ways. In every city, in every town and village, there’s a huge amount of work to be done and each of us has the power to do it. We need to remember our neighbors when we shop, we need to pick up the phone for a chat with loved ones. We need to display small acts of kindness, of thoughtfulness, of love and compassion."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Robert Jenrick: (12:37);This will be a very worrying time for people with these health conditions. But whilst more people will be required to be by themselves at home and that’s difficult, let’s guarantee that they are never alone. And when all of this is done, that we emerge as better neighbors to each other, as stronger communities and that we are all proud of the part that we played in this effort. Thank you."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (13:09);Thanks Robert. Jenny, is there anything you want to add?"
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Jenny: (13:11);I think perhaps just to add three things, I’m sure there’ll be some questions and I’m happy to answer those. I think first of all, just to highlight, this is a hugely complex task clinically to identify these individuals. Clearly we’re asking them to take themselves out of society for 12 weeks and that is no small ask and the measures that you’ve just heard recognize that difficult balance. In doing that, we have worked with the Royal College of General Practitioners, with NHS digital, with the medical rural colleges and with secondary care clinicians as well."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Jenny: (13:46);And I just want to offer my thanks to them and they will continue to work with us over the next week or two while we refine the individual lists. I think the second point was just to note that for any of the public listing who might be in this group, because we want to be as inclusive as possible, we may actually slightly overestimate the number of individuals and there will be opportunity to discuss in due course their individual conditions going forward."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Jenny: (14:17);So it is possible that an individual might, for example, receive a letter which has been digitally constructed because that is the quickest way to identify individuals. But we recognize also that the person at the end of the digital number is an individual living their lives and their condition changes on a regular basis. So it may be that somebody will receive a letter from the clinic as well. This is part of the plan to ensure that we contact all of those who need to be in this group."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Jenny: (14:47);And then I think the final point I just wanted to make is whilst we’re asking these individuals to be isolated very firmly, many of them have very, very complex conditions or they not be in this group. And I just want to assure them that the normal services which they have from conditions or from other care systems will continue. And on an individual basis, they will either receive care at home through more virtual means, where that’s appropriate or arrangements will be made to bring them safely into clinical areas where they can be managed. So they should not worry that their care will continue. Thank you."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (15:25);Thanks very much. Jenny. Let’s go to some questions now please. Vicki Young, BBC."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Vicki Young: (15:32);Prime minister, you’ve said that we’re two to three weeks behind Italy in a newspaper article and that we need to make a national collective effort to stop the NHS being overwhelmed. At the moment that you’re still advising people to follow these measures rather than imposing them and I just wondered what evidence you’re basing that on given that it’s clear that some people aren’t listening. And just a quick question on the courts, they’re still going to be open tomorrow. Why is that?"
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (16:00);First on the courts quickly, Vicki. Many courts are already using video trials using a remote technology to do their business, but we’re keeping that under constant review. And on your general point about where we are in the balance of prohibition and allowing people to enjoy themselves outside. Let’s be absolute here, we’ve already taken some very, very draconian steps. We’ve closed the schools where we’ve closed a huge swath of the UK economy, bars, pubs, restaurants, theaters, gyms, and so on."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (16:37);A huge quantity of our normal daily life has been totally transformed. It is very important for people’s mental and physical wellbeing that they should be able to get out and exercise if they possibly can. And many, many people do not have access, let’s face it, to private green space where they can do that. And that’s why parks, open spaces are so absolutely crucial for our country and for our society. But when we do that, we have to do it responsibly."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (17:11);And so our message to people, the message that I want to get over tonight, because we’ve all seen how people have been enjoying themselves over a beautiful weekend. My message is, you’ve got to do this in line with the advice. You’ve got to follow the social distancing rule. Keep two meters apart. Otherwise, if you don’t do it responsibility, people don’t exercise responsibly in the parks and green spaces then Vicki as you suggest, there is going to be no doubt that we will have to bring forward further measures and we are certainly keeping that under constant review. Sam Coates, Sky."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Sam Coates: (17:51);Sam Coates, Sky News. Robert Jenrick, you’re going to be asking a one and a half million people to do something completely unprecedented. I just want to ask a little bit about the practicalities of what you’re talking about. First of all, are you saying that there is a government guarantee, local government, national government that anybody who needs food and needs medicine will be supplied it in this group?"
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Sam Coates: (18:14);What can people expect? Will they get a telephone number to call when they get this letter? Who do they let know that they’ve run out of things? How will it work on a practical level and are you relying on the state or are you relying on effectively the big society which risks gaps opening up? Prime minister, I am confused by government guidance. I want to focus in on one example again, which is playgrounds."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Sam Coates: (18:40);So Sadiq Khan says, don’t go out unless absolutely necessary. You got a stay at home on your podium there. The community secretary on the telly this morning said you can go to playgrounds providing children distance themselves from one another. Have you ever taken a child to a playground and successfully convinced a five-year-old to stay two meters away from another five-year-old on a piece of equipment?"
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Sam Coates: (19:07);Isn’t there a reason why Ireland closed their playgrounds? And doesn’t this show how people are taking mixed messages away from what you’re saying? And deputy chief medical officer, the graphs showing that the UK has more deaths at this stage than Italy are terrifying. Is there anything that you can say for people looking at those numbers and worrying?"
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (19:34);You’ll go."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Robert Jenrick: (19:34);Yeah, prime minister. Well, the NHS will be writing to 1.5 million people. These letters should start to land on individuals’ doormats from Tuesday of this coming week. The letter will give a website and a phone number and those will be live by the time the individuals receive the letters. They’ll be able to use those services to alert us if they feel they don’t have family, friends, neighbors and existing support network to help them to get the medicines, the food and other supplies that they need."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Robert Jenrick: (20:07);We imagine a very large number of people will have already the support network around them. This service is specifically designed to step in for those people who don’t have that, who are isolated and who will need our support as a government and as a society. We’re going to then be working with local councils who’ve already set up their hubs with the support of the armed forces to ensure this a very well organized mission logistically, and then we’re working with supermarkets and national food distributors to get the product, the food and supplies to their homes."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Robert Jenrick: (20:40);And as I say, we hope that we’ll be having the first parcels arriving towards the end of next week if individuals need them to that timetable. I don’t underestimate how difficult this is as a challenge. Nobody’s tried to do this before and so it is going take time and we hope that people will bear with us and this will be an iterative process. The first food parcels will inevitably be fairly generic, although we will take obviously account to people’s medical and dietary requirements. In time, we hope to refine this into a more sophisticated product which is better for people and better responds to their individual needs."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (21:18);Thanks Robert. And just Sam, remember while we’ve been trying to listen as absolutely scrupulously to the scientific and medical devices and what they’ve always said so far is that the health benefits for the whole of society of keeping the parks open and the playgrounds open if we possibly can, outweigh the epidemiological value of closing them. But of course, looking at the way people behave, at the way they are responding, we keep that under constant constant review."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (21:55);And if people can’t make use of parks and playgrounds responsibly, you make a very good point about kids. But if they can’t do it in a way that observes the two meter rule, then of course we’re going to have to look at further measures. And the general principle should be that we should all, as far as we possibly can, stay home, protect our NHS and thereby save lives."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Jenny: (22:27);So responding to your comments about the number of deaths, I mean, obviously any death is a sad event and it’s really difficult for us to, I think, contemplate the fact that we will have many more in this country just as we have seen in other countries. We are expecting that. The actions today particularly are focused precisely on avoiding those additional deaths. That is the main purpose of the shielding task. Not the reduction in numbers, but the reduction in deaths."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Jenny: (22:58);So I think it makes it even more important that we’re taking this action. But I think there is a general count, which I’ve alluded to before in expectation about numbers. Because when you start counting deaths and the percentage, I’ve just done a very quick sum, while I was doing this about what our current position is. And I think if you calculated Italy’s case fatality rate now is about 10% and ours is four. Actually, we think overall, and we still think that it should be about 1%."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Jenny: (23:27);And what both of these numbers demonstrate is that the numbers that you get change throughout the course of an epidemic and it changes very much on how you count the cases as well. So as you go through a very sharp rise in numbers, which we will see going forward, you have to be careful not to be comparing to precisely because at the moment in this country, we are counting the most significant disease and it will look as if our case rates, our death rates are actually increasing. We know that is what will happen. So it’s…"
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Jenny: (24:03);Right, so we’re actually increasing. We know that is what will happen. So it’s really just a reminder to say we will look back in due course sadly and see the true number of people who have died from coronavirus, but a direct comparison with another country and against individual numbers is something that we should be very cautious of as we go through the epidemic."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (24:22);Thanks, Jenny. Jess Savage, ITV. Jess."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Jess Savage: (24:25);Hello, thank you Prime Minister. Thank you. In speaking about social distancing and the two meter rule that you’ve spoken about, it’s very obvious from a lot of the images that we’re seeing across this weekend that a lot of people are not adhering to that. And you’ve spoken about further measures potentially being introduced. Could you explain to us what you think those further measures might be and when you would consider Implementing them?"
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Jess Savage: (24:52);And also ITV News has heard from one doctor who says that her hospital is already running out of ventilators and that people as young as in their 30s and 40s are waiting to get into intensive care and that she fears they may in fact die before they’re treated. So do you believe there are enough ventilators? And how fast are hospitals going to get more?"
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (25:15);Well, first of all, Jess, on ventilators, we have, we think, a good supply at the moment, but we need to get far, far more. You’re absolutely right. And that’s why there’s a huge national effort to equip ourselves, not just with ventilators, but with all the testing kits, the reagents, all the stuff that we’re going to need to beat this disease and we will. But I’ll ask Jenny to say a bit more about the particular hospital that you mentioned and the threat that was… I’m not aware of that particular issue."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (25:50);On social distancing and the further measures that we may bring in. Well, I don’t think you need to use your imagination very much to see where we might have to go. And we will think about this very, very actively in the next 24 hours. We need to think about the measures that we’ve seen elsewhere, other countries that are being forced to bring in restrictions on people’s movements all together."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (26:16);Now, as I say, I don’t want to do that because I’ve tried to explain the public health benefits, the benefits to people’s mental and physical wellbeing, in the sense that you can go out and it’s so important that pleasure and that ability is preserved, but it can only really be preserved if everybody acts responsibly and conforms with those principles of staying apart from one another in social distancing. I know it’s hard, but that’s the best way forward. If we can’t do that, then yep. I’m afraid we’re going to have to bring forward tougher measures. But Jenny, do you want to say something particularity about the ventilators? Because, I’m not-"
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Jenny: (27:00);Yes. I wasn’t actually going to refer specifically to a hospital, but I think just to say, so I think we’re all very aware that London currently, and a few other places, are starting to see very significant rises. We knew this would happen. It’s not what we want to happen, but we know that will happen. So the flexing of the system is designed to manage some of these bumps, if you like, where we get a high throughput of patients requiring ventilation."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Jenny: (27:27);We monitor beds all the time. The data I have here says that in England, only 12% of adult critical care beds are currently occupied with COVID patients. That will change drastically as we go through the epidemic. But I’m also aware that all hospitals have been asked to step up their training. So on a personal basis, I have a junior doctor in my family, I know she was doing ventilator training on Friday. So there are a number of approaches to which, if we’re looking at what we might say was a standard ventilator bed, what we, if you were in a hospital, you would see routinely is that that is the capacity. There are flex plans sitting behind that to boost them using additional support. So I think we are not in a position where the country at the moment does not have sufficient ventilator capacity."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (28:18);Thank you. There we’re working very hard to gt it, to massively to increase it. Be of no doubt about that. Chris Smith, the Times."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Chris Smith: (28:29);Thank you. Firstly, to Dr. Harris, on the shielding plans. How confident can we be that the NHS is going to identify the right people [inaudible 00:28:39] databases are not sophisticated enough to do this? A lot people are going to fall through the net or be wired unnecessarily. And also what thought has been given the demands you’re placing on people, isolating themselves for an open ended period of time, that the mental health toll of this is not itself going to be quite dangerous for them?"
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Chris Smith: (28:55);And to the Prime Minister, you said we’re two weeks behind Italy, two weeks ago tomorrow, Italy imposed a lockdown. You’ve hinted today that you are thinking of that, but given where we are in the epidemic, if not now, then when?"
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Jenny: (29:07);[crosstalk 00:29:11]. Shall I start?"
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (29:12);Let me just say on, again, just taking Jenny’s earlier points about the difficulties of comparison between countries, but what we are trying to do is to push down on that growth curve and to get our NHS ready. What we don’t know is the effect that the measures we have already taken, we don’t know at this stage whether the measures we took 10 days ago, a week ago, so on, whether their starting to have an effect. And that’s the thing that’s incalculable at the moment. But we can’t obviously take any risks with that."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (29:57);And when you say if not now, when is the moment? The answer is always to be guided by the science. And there’s a point that I think people intuitively understand about the timing of these measures. You’ve got to impose these interventions in the spread of the epidemic, at the moment when they can have the maximum effect. And after all, when the epidemic is hardly spreading at all, that’s not the moment to impose curfews and prohibitions on movement and so on and so on. You’ve got to wait until, alas, until it’s the right moment to do it. And that’s always been how we’ve been guided."
"https://www.rev.com/blog/transcripts/boris-johnson-uk-coronavirus-briefing-transcript-march-22-warns-italy-style-lockdown-is-possible","Boris Johnson: (30:39);So for instance, in the measure that we’re announcing today on shielding, I think I made it clear right at the beginning, if you were there at the beginning, that we wouldn’t bring in shielding, which is the moment of maximum protection, and as you say psychologically quite taxing for elderly people, we wouldn’t bring that moment in until it coincided with their moment of maximum exposure to the disease. So you try and make the two things coincide."
