"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (15:16);Thank you. And the thing I’d say to Lynn directly is that we understand the impact of not being able to hug your closest family. It affects all of us too, as well as the direct health impacts of the lockdown, bringing down the curve and trying to stop this terrible disease. And also the economic impacts, which are clearly very significant. There are also the direct emotional bonds because it’s one of the most natural things in the world to want to hug a member of a family. And we just hope we can get back to that as soon as possible. And the best way we can get there fastest is for people to follow the rules so we can get those five…"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (16:03);… is for people to follow the rules so we can get those five criteria met as soon as possible. I don’t know if you wanted to add anything."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Speaker 2: (16:07);I have only to add that we all know how hard this is. My own mother lives hundreds of miles away and I know she’s wondering when she will be seeing me and her grandchildren again. This is really tough, but as the Secretary of State have said, it is bearing fruit in that we are seeing reduction in the number of hospital admissions. We’re seeing a reduction in the number of deaths, and it’s only by the British public continuing to comply with that guidance until the time is right that we will all continue to see a reduction in deaths, which I know has touched so many people around the country in terms of loved ones."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (16:43);Thank you very much, Lynn, for your question and for submitting it. And I hope that, I think that’s shown that the questions from the members of the public can be just as informative and can be just as difficult to answer as questions from journalists who are trained to ask them. Talking of which Hugh Pym from the BBC."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Hugh Pym: (17:11);Thank you very much. Question for the Secretary of State. It’s about testing particularly important in the short term, at least for up to 10 million key workers and their families. We’re hearing varying reports on how easy it might be or not to book tests online. What do you say to that and do you think you will hit your target of a hundred thousand tests a day by the end of this month? That’s later this week."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (17:35);Well, thank you. I think we are on track to the hundred thousand target. We’re broadly where we expected to be. You’ve seen a big increase over the weekend to 37,000 tests yesterday. Now we are also enhancing and making it easier to access how you get a hold of tests. The home tests have been particularly popular. We delivered 5,681 of those yesterday. And that is all about being able to make the testing as easy for people who, if you’ve got symptoms you’re by the nature of the thing you are already ill, and so we want to make it as easy as possible to get hold of those tests, alongside it still we’re opening more and more drive through centers. So we’re broadly where we expected to be and we’ve got a lot of work the rest of this week to keep continuing the ramp up to the goal that I so clearly set up. Thanks, Hugh."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Hugh Pym: (18:43);Can I ask a follow up?"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (18:44);Yes, of course."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Hugh Pym: (18:45);Beyond this it’s very important to escalate testing capacity significantly to prevent or help prevent a second spike. Where do you want to be with capacity and testing ability in a few months time? How many hundred of thousands a day?"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (19:01);So this is a really important question and of course the reason that I set the goal and that we’re working so hard towards it is because testing is an important part of how we keep the spread of the virus down, especially once we’ve got the number of new cases down through the social distancing measures. So we want testing to continue to increase. As you’ll know, the Prime Minister set a goal of 250,000 sometime ago, especially for when the antibody tests come on stream. But so far there isn’t one of those that is clinically valid. So we’ll keep on increasing. It’s important to note that we’ve already gone past the number of tests per day, for instance, that they carry out in South Korea. We’re approaching the levels that Germany undertakes. So, it’s a project to keep increasing."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (20:06);Also, we need to think very hard and take the clinical advice on how to use those tests. For instance, we’re putting far more into care homes. We’re making sure that now NHS staff get tested, including when they’re asymptomatic, to make sure that we understand where the people who are working in hospitals have got the virus and using the tests for surveys. The Office for National Statistics have got a survey for instance in the field right now and with people being tested this week to find out how many people have got the virus, how many have had the virus, the critical questions that we need to know the answers to. So I don’t know if you want to add anything Chris, but the point is, it’s a really important question because testing is a critical part of controlling the virus once we get the number of new cases down."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Chris Whitty: (21:07);Only thing to add is that the more testing capacity you’ve got them, the more flexibility you have to do different things, with both the patients and in terms of things like care homes as the Secretary of State was saying."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (21:19);Thanks, Hugh. Robert Peston ITV."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Robert Peston: (21:23);Good afternoon. On the life insurance scheme, will overseas healthcare workers working in the NHS and those who come back to the NHS temporarily, will they qualify for this life insurance? Right now they don’t for example, qualify for normal death in service benefits. And the question I think largely for Chris Whitty, more or less the most important test you’ve set is the transmission rate, the so called R has to fall to a 0.5 so in language you can all understand on average it will take two infected people to infect one other person. What’s the magic of that 0.5? Why does it give you comfort? And also since we still don’t know how many people are walking around with funny symptoms or no symptoms at all who have the virus, how can you be remotely confident that you will get there. Neil Ferguson said he thinks that the number is currently O.6 to O.7, but how can we possibly be confident of that?"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (22:24);I’ll take first question, Robert. The answer is yes. This is for frontline staff working in the NHS and in social care, who die and are employees within the NHS and social care. And as I say, we’re also looking at which other groups of key workers that applies to and who don’t have a scheme already in place. Chris?"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Chris Whitty: (22:52);0.5, can I just correct? I don’t recall ever saying that the target was 0.5. What I have said is that it’s in the range 0.5 to one at the present time, probably somewhere in the middle of that range. And the second thing which I have said is that it is really important we do not go above one. That one is an absolute target. And the reason for that is that once it goes above one for any prolonged period of time, I mean it might just flick up for a short period, then you go back to exponential growth and then a short sooner or later, depending on how much above one it is, you get back to the situation, the NHS is threatened to be overwhelmed because exponential growth goes from very small numbers to very large numbers very fast."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Chris Whitty: (23:33);So I would like to clarify that it’s not going above one is the longterm target. Clearly the lower we can get it at the moment the better. But as I say, it’s probably in the middle of the range 0.5 to one at the present and that is bringing down the R, which is what you’re actually seeing when you look at the critical care and other metrics we looked at in the slides."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (23:56);Thanks very much. Yeah, or course."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Robert Peston: (23:59);Could I? One extra thing, actually just on the life insurance, and just to be clear, there’s nothing in this life insurance scheme that would waive the rights of the families of individuals who get COVID and either die or are seriously injured from suing the NHS in the traditional way if they feel they haven’t been properly protected, particularly in the absence, they might feel appropriate PPE, there’s no waiving of their standard employment rights involved in any of this?"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (24:31);No. Beth Rigby from SKY."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Beth Rigby: (24:36);Thank you. Professor Whitty, at the beginning of the lockdown. Sir Patrick suggested a death toll below 20,000 was a good outcome. Now hospital deaths are suddenly above 21,000, and that doesn’t even include care home or community deaths. How have you had to change your expectations as the disease has progressed? And can you provide an updated expectation of what you think a more realistic number is now? And Secretary of State, you’ve promised a hundred thousand tests by Thursday and last week you said trace and track was key to ease in social distancing measures. What level of testing do you need to get track and trace up and running and what’s your timeframe for that?"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (25:24);Yeah, go ahead."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Chris Whitty: (25:27);So on the first one, the number will definitely see 20,000. So even with hospital deaths, as you say, sadly it has gone above that. Once we look into direct and indirect and I constantly make this point, it is really important direct and indirect deaths all cause mortality. We definitely sadly do expect it to exceed that."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Chris Whitty: (25:51);I think that my view actually is we need to view this epidemic over the long run. And this has got a very long way to run. And I’m really cautious about putting out, and I’ve said this again repeatedly, these kinds of absolute numbers because this could go in a lot of different ways over the next many months until such time as we have a clear exit that has a vaccine or drugs or some other route that allows us to be able to say, “Look, we now couldn’t stop people dying from this.” And this is going to be true, to be clear, in every country around the world. So I’m really cautious about putting these absolute numbers, but I am absolutely clear also that the 20,000 number is not where we will be once we add in the direct and indirect causes both in and out of hospital."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (26:39);And on the question on test, track and trace, it’s all a matter of degree and the lower the number of new cases, the more effective a system of test, track and trace of any scale is. And therefore a hundred thousand tests a day is a big enough testing system to start test, track and trace. But if it’s bigger, then the system can work on a higher number of cases and be more effective. South Korea is a really good example where they peaked in terms of tests today just over 20,000 and they’ve now brought that down because their number of new cases is so much lower. They can test everywhere they want and they still don’t need to use up all of the tests that they have the capacity for."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (27:31);And we’ve seen over the last few weeks that the gaps between capacity and the number of tests done in this country as well, and on Sunday the new German Ambassador to the UK was explaining that the test capacity in Germany is 800,000 a week. And they used 450,000 of that capacity each week. So we have a similar pattern of the capacity being higher than tests use all around the world. And the capacity that we’re building is big enough to get started on test, track and trace."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (28:12);We need to get the track and the trace part of that up and running so that they can be effective as we bring the number of new cases down."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Beth Rigby: (28:25);Can I just follow up just on one thing. Professor Whitty, what explains the mismatch between where you thought the death toll would be at the beginning of the lockdown and where we are ending up a month in? What changed over the course of the past few weeks?"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Chris Whitty: (28:43);I’ve never put an absolute number into the public domain. I’ve been asked this lots of times. My aim has always been to try and get the number to be the minimum we can manage, but to be clear this has got a very long way to run. And I think just thinking about the first peak, which due to the fantastic work the whole nation has done and the work of the NHS, we have actually managed to go through, we still got some way before it’s falling right off, but there is a long, long way to go beyond that. And I think it’s a big mistake in my view just to consider just the first phase. We need to look at the epidemic as a whole."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (29:18);Thanks very much, Beth. Gary Gibbon from Channel 4."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Gary Gibbon: (29:23);Professor Whitty, can I follow up on what Robert Peston was asking about on the infection rates? If we’re in the middle of the 0.5 to one range, will that do? Is that good enough, or is it actually the rate that you need to get clearance to a relaxation of the rules is lower than that, is perhaps around 0.5?"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Chris Whitty: (29:49);Well, clearly the lower the R just to remind people who don’t watch this program the whole time. This is if R is one, one person gives it to one person and the disease is stable, if R is 0.5, 10 people give it to five and so on, it’s going down and if it’s two, one person gives it to two give it to four and so on. That was just a clarification for people watching. The further away the R is from one and on the downside, so the closer it is, the lower it is the better, for two reasons. The first of which is that it will mean that the peak will fall away faster and we’ll get down to small numbers at a quicker rate. That’s a good thing, clearly."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Chris Whitty: (30:33);But the second thing is the larger the gap between where the R is, the current force of the transmission and one, the greater room for maneuverabilities in terms of trying to think through when ministers have to look at things in terms of what could be reintroduced without threatening the risk that we could go back above one and start going back to exponential growth."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Chris Whitty: (30:55);So we know what we’ve currently measured indirectly, but I think that there’s a reasonable degree of confidence that it’s in that broader range 0.5 to one and I think it’s probably in a rather narrower range in the middle of that. Obviously if it was lower that would give us more room for maneuver, but it gives some room for maneuver, but it doesn’t give a huge amount of room for maneuver. And that’s one of the things that we ministers are going to have to consider is how to actually make sure we keep the R below one given where we are at the moment, thanks to what everybody is doing. But you know there isn’t a magic number here. Lower is better, but it’s not that there is a specific number that has to be the right number."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Gary Gibbon: (31:33);May I ask a quick second? What’s your current estimate of what R naught is measuring in hospitals and care homes?"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Chris Whitty: (31:42);I think at the moment it’s quite difficult to separate those two out. It is very clear it is falling in hospitals. Where it is in terms of care homes I think is less easy to work out at this point. We’ve got ONS data coming out tomorrow, which may help a bit, but we’re not measuring that directly, I have to say and-"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Chris Whitty: (32:03);Which may help a bit, but we’re not measuring that directly I have to say. And what I think we’re seeing across the country is some care homes, weather significant outbreaks and other care homes which are unaffected, it’s not like the community are, which is much more heavily influenced by the whole of the population. It’s much more local to particular areas and particular care homes."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (32:22);And maybe Steve could answer on the NHS point."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Speaker 4: (32:24);Yeah, so in hospitals it’s clear that the number of people who are tasting positive in hospitals is falling and therefore infection rates are falling. We would expect that because we’re now in a position where the community spread of the virus is less and therefore that will translate into lower spread in people coming into hospital and therefore in hospitals as well. As Chris said, I think care homes think differently in terms of approach to that, but in hospitals it’s clear that the infection rate is falling."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (32:55);Thanks very much Garry. Sebastian Payne of the FT."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Sebastian Payne: (33:00);Thank you very much Mr. Hancock. There were reports over the weekend that in the second phase of fighting the coronavirus the government is planning to quarantine people arriving in the UK for 14 days. I was wondering what changed your mind about tighter border restrictions and does that mean you’re going to be encouraging British families to holiday at home this year? And if I can ask a question for professor Witty, could you give us an update on antibody testing please and whether the government has seen any breakthrough in its assessments for those tests?"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (33:30);Thanks so much. On the borders, we’ve been very clear that we follow the science and given the current level of infections, level of new cases in the UK and the very low amounts of international travel that’s going on right now, it is clear that the impact on the epidemic as a whole of the number of people coming through the borders as a proportion is very low. But as we bring the number of new cases down in the UK, that proportion coming from those who are traveling internationally will rise and that means that the judgment on the measures that you need at the border changes. And we’ve seen a number of countries go through this process and we’ll have more to say about it in due course."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (34:26);On the testing point I don’t know whether you want to go into that? But the antibody tests is still something that we work on. We have now lab based antibody tests in fact in the field now the office for national statistics survey is based on lab based antibody tests. But we’re yet to find what’s called a lateral flow, which means a test you can take, you don’t need to send a sample to a lab because it gives you the result on the stick. We’re yet to find one that has a clinical level of results that we’re confident in."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Chris Whitty: (35:06);I mean, my view is it sounds very seldom moves forward by breakthroughs. It moves forward by small incremental changes that over time significantly improve things. That is what I think will happen with this antibody test. We currently have tests that are good enough to give us a first pass at arranging shot on surveys to give us a feel for how many people in the community overall may have been infected. Some of them without knowing it because there’s certainly some transmission without people actually getting symptoms. But an antibody test that is good enough actually to be able to say to an individual we’re confident either yes you’ve had it or we’re confident no you have not, we have not yet got to that stage and I think it’s unlikely to happen in a single leap. It’s likely to happen in a series of small improvements that get us to a point where we feel sufficient confidence we can do that."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Sebastian Payne: (35:56);Thank you. Mr. Hancock, could I just ask a follow up please?"
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (35:58);Sure."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Sebastian Payne: (35:59);You mentioned earlier you were encouraging people that if they’ve got heart pains or worried about serious illness to go to hospital. Has the government done any work to measure some of the health side effects of the lockdowns such as its impact on mental health or domestic violence and will that play any part in your decision on how to ease the lockdown measures? Thank you."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (36:20);Yes we have and one of the striking things around the world is that far fewer people are coming forward to use health services including here far fewer people are coming forward to use non-covid services in the NHS. I’ll ask professor Powers to elaborate because he’s been doing a lot of the work on this."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Speaker 4: (36:46);Yes. So secretary of state said and as Chris said earlier, one of the things that we have concerns around are the indirect deaths I.e Deaths at home that is not related specifically to infection with COVID-19. And that’s why for some weeks now we’ve all been reminding everybody that if you do have a condition which might be a heart attack, chest pain, symptoms that might be a stroke, then don’t forget that the NHS is still there for you. The emergency services are there and always have been there throughout this. And also these are conditions where it’s important not to wait because treatment and diagnosis and treatment speed is of the essence and we can do many things for those conditions now, but we need to do it quickly. So the message to the public is come forward, the NHS is working if you have a sick child, if you have those symptoms. I think in the longterm we will only be able to tease this out as we start to look at excess deaths overall."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Speaker 4: (37:47);Chris has mentioned that I think earlier today and of course comparisons between countries in terms of excess deaths will be important as well. But we do know that attendance [inaudible 00:37:57] departments are done. There’s reasons that that might be the case, but there are reasons why we want to encourage people to come forward if they have emergency symptoms that might need emergency treatment. So I think it will become clearer over time. But the key message for the public is the NHS is there for you come forward as you always would if you’ve got symptoms or one of your loved ones has got symptoms that might need emergency treatment."
"https://www.rev.com/blog/transcripts/united-kingdom-coronavirus-briefing-transcript-april-27","Matt Hancock: (38:26);Thanks very much. So Gordon Rayner from The Telegraph."
